pub_date,snippet
2001-07-18 05:00:00+00:00,Dmitri Sklyarov is arrested in Las Vegas one day after giving presentation to large convention of computer hackers on decrypting software used to protect electronic books; is charged with trafficking in software to circumvent copyrightable materia...
2001-07-18 05:00:00+00:00,"Matsuzaka beef, one of Japan's best-kept secrets, is coming to rival Kobe beef as country's finest beef; cattle are raised in tiny town of Matsuzaka; only 2,500 Matsuzaka cows are slaughtered each year, and beef commands prices as high as Kobe's--..."
2001-07-18 05:00:00+00:00,Intel Corp reports 76 percent decline in earnings in second quarter from year earlier; earnings were $854 million on revenue of $6.3 billion (Market Place column) (M)
2001-07-18 05:00:00+00:00,"Alan Greenspan, the Federal Reserve's chairman, said today that the American economy remained weak and hinted that the central bank might cut interest rates further"
2001-07-18 05:00:00+00:00,"Economy Min Domingo Cavallo, who was welcomed as knight in shining armor in March, concedes that he did not then realize magnitude of fiscal problems facing Argentina; bank withdrawals are accelerating, industrial production and consumer sales are..."
2001-07-18 05:00:00+00:00,Bulgaria's economy is beginning to grow with help of outside investment; American Standard Companies' investment has been boon for struggling Sevlievo region; American Standard's presence has made Bulgaria important supplier of bathroom fixtures t...
2001-07-18 05:00:00+00:00,"Merrill Lynch & Co earned $541 million in second quarter, down from $921 million year earlier; net revenue declined 18.5 percent, to $5.57 billion and pretax profit margin fell to 15.3 percent from 21 percent in first quarter and year ago; Charles..."
2001-07-18 05:00:00+00:00,Stock prices fell today as investors digested another round of bleak corporate earnings along with downbeat comments from Alan Greenspan
2001-07-18 05:00:00+00:00,"Coca-Cola Enterprises will cut 2,000 jobs, or 3 percent of its work force; reports net income fell 6.6 percent in second quarter, to $114 million, from $122 million year earlier; revenue rose 2.7 percent, to $7.5 billion from $7.3 billion; chief e..."
2001-07-18 05:00:00+00:00,"Royal Philips Electronics will cut additional 4,000 jobs, bringing its total for year to more than 10,000; latest cuts will affect workers in semiconductor business; company reports second-quarter loss of 348 million euros ($298 million), in contr..."
2001-07-18 05:00:00+00:00,"Jeffrey E Garten Op-Ed article on G-7 economic summit as crucial test for Pres Bush, who has said little about global economy, much less offered any strategy other than rhetorical support for free trade; says he and other leaders will have to deci..."
2001-07-18 05:00:00+00:00,"Bristol-Myers Squibb will take one percent stake in Exelixis Inc, genomics company, and work with it to develop new class of cancer drugs; will pay $20 million for $10 million worth of stock (M)"
2001-07-18 05:00:00+00:00,
2001-07-19 05:00:00+00:00,
2001-07-19 05:00:00+00:00,"New York Times Co reports operating profit fell 73 percent in second quarter, as declines in advertising sales more than offset increases in circulation revenue and reductions in expenses; operating profit totaled $48.2 million, down from $176.3 m..."
2001-07-19 05:00:00+00:00,"Ford Motor Co says it lost $752 million in second quarter, mostly because of costs associated with replacing 13 million Firestone tires; company reported profits of $2.53 billion in year-earlier quarter; revenue for second quarter fell to $42.3 bi..."
2001-07-19 05:00:00+00:00,"Hynix Semiconductor will suspend operations for six months at its plant in Eugene, Ore, as result of what it calls 'worst year ever for the global semiconductor industry'; Fujitsu Ltd of Japan is also scaling back production of semiconductors at i..."
2001-07-19 05:00:00+00:00,"Stock certificates of bankrupt Webvan, online grocery service, sold quickly on eBay auction site until eBay halted further auctions, citing requirement that certificates must be clearly marked as canceled; other Webvan financial ephemera is also b..."
2001-07-19 05:00:00+00:00,"J P Morgan Chase & Co reports 63 percent decline in second-quarter earnings from year ago, largely because of reduction of more than $1 billion in value of its private equity investments; operating earnings were $690 million compared with $1.8 bil..."
2001-07-19 05:00:00+00:00,"Phase2Media Inc, New York advertising and marketing Internet company, files for bankruptcy protection (S)"
2001-07-19 05:00:00+00:00,"Alan Greenspan, Federal Reserve chairman, says economy remains weak and susceptible to more bad news; suggests central bank might cut interest rates at least once more this year; balances upbeat view of economy's long-term prospects against decide..."
2001-07-19 05:00:00+00:00,"America's central bankers are not ready to abandon their program of cutting interest rates to combat a recession threat, Alan Greenspan, the Federal Reserve Board chairman, told Congress on Wednesday, but he said tentative signs of a turnaround ma..."
