pub_date,snippet
2009-01-29 02:13:56+00:00,"At the World Economic Forum, the leaders of the former bastions of the Communist bloc rebuked the U.S. and other capitalist countries for dragging the world into crisis."
2009-01-29 02:42:53+00:00,Pictures of a jacketless President Obama at the White House last week may signal a discreet culture shift.
2009-01-29 03:01:30+00:00,"The Treasury secretary said the administration is working on a comprehensive plan to “repair the financial system,” but declined to provide any specific details."
2009-01-29 03:44:37+00:00,"Knicks officials believe they can retain David Lee despite conserving salary-cap space for 2010, also known as the Summer of LeBron."
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,"Austria’s provinces have historically prevented foreigners from owning property, which has kept prices low in the country’s second-home market."
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 05:00:00+00:00,
2009-01-29 08:06:58+00:00,Sony and Toshiba reported losses for the last quarter and Nintendo lowered its profit forecast as the earnings season revealed the extent of the erosion in demand.
2009-01-29 11:27:20+00:00,
2009-01-29 11:38:38+00:00,
2009-01-29 11:41:41+00:00,
2009-01-29 11:49:05+00:00,
2009-01-29 11:53:46+00:00,
2009-01-29 15:21:38+00:00,
2009-01-29 15:36:40+00:00,"Many college-educated single mothers are setting up lives around other single mothers and all their children, with no role for men or romance."
2009-01-29 17:54:26+00:00,"Austria’s provinces have historically prevented foreigners from owning property, which has kept prices low in the country’s second-home market."
2009-01-29 20:34:16+00:00,"For decades, Mory’s, a private dining club, proudly bucked the advance of time, but the modern world, it seems, could only be kept out for so long."
2009-01-29 20:39:58+00:00,"With robotic patients, Fairfield University’s School of Nursing’s state-of-the-medical-arts teaching facility gives students risk-free practice."
2009-01-29 20:58:24+00:00,"In two days of turbulent auctions of old masters, a J.M.W. Turner painting fetched $12.9 million while a pair of Hals portraits failed to sell at all."
2009-01-29 21:29:16+00:00,"The company posted strong earnings in a brutal climate that has punished nearly every other retailer, both online and offline."
2009-01-29 22:21:10+00:00,"Vacation-home owners are drawn to Key West for its warm temperatures, deep-sea fishing and relaxed vibe."
